Tahun,Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Kesakitan,Stunting (%),IKP,IKP Ranking
2021,banyuwangi - pesanggaran,5,86,810,1608,21,358,811,1099,2175,1314,7529,260
2021,banyuwangi - bangorejo,6,79,874,1316,21,419,656,194,1224,1806,7734,168
2021,banyuwangi - purwoharjo,6,72,744,1522,21,509,724,213,1848,2185,7713,187
2021,banyuwangi - tegaldlimo,5,43,684,2455,21,525,708,2353,2670,1145,7298,359
2021,banyuwangi - muncar,6,89,746,2249,21,368,787,121,1736,1910,7693,194
2021,banyuwangi - cluring,5,49,945,1927,23,634,797,199,1486,2073,7567,238
2021,banyuwangi - gambiran,6,63,717,579,21,527,868,139,1264,535,8264,22
2021,banyuwangi - srono,6,45,867,2298,21,584,887,129,1707,1418,7918,89
2021,banyuwangi - genteng,6,64,794,1533,21,608,802,172,2099,922,7820,133
2021,banyuwangi - glenmore,5,40,778,2196,21,994,737,692,1793,1189,7631,215
2021,banyuwangi - kalibaru,5,73,945,3326,22,739,754,714,2550,581,7113,416
2021,banyuwangi - singojuruh,6,36,945,2899,21,587,755,235,868,241,7970,70
2021,banyuwangi - rogojampi,6,65,743,2435,21,500,856,75,1867,1231,7869,110
2021,banyuwangi - kabat,5,49,743,3532,21,869,606,197,2230,443,7486,281
2021,banyuwangi - glagah,6,27,945,2243,21,605,732,862,910,1728,7805,140
2021,banyuwangi - banyuwangi,6,23,945,634,20,889,594,457,1897,635,7886,106
2021,banyuwangi - giri,4,267,658,1489,21,590,912,38,2842,1734,6602,508
2021,banyuwangi - wongsorejo,5,159,658,1380,21,647,749,544,2166,848,7215,385
2021,banyuwangi - songgon,6,33,799,2300,21,628,790,216,1675,1677,7906,97
2021,banyuwangi - sempu,6,25,937,2104,21,228,670,117,2971,332,7845,117
2021,banyuwangi - kalipuro,6,46,930,2979,21,791,841,69,1589,1686,7687,199
2021,banyuwangi - siliragung,6,37,658,1942,21,528,809,317,1513,675,8165,34
2021,banyuwangi - tegalsari,6,45,882,1085,21,774,709,155,1909,522,7859,114
2021,banyuwangi - licin,6,30,742,2966,20,320,763,226,2171,2995,7885,107
2021,,,,,,,,,,,,,
2021,bondowoso - maesan,5,40,658,3010,21,702,579,684,2142,1244,7543,250
2021,bondowoso - tamanan,5,37,1421,5555,21,919,637,105,2085,965,6861,474
2021,bondowoso - tlogosari,5,28,1451,6220,21,660,571,38,2260,2381,6736,489
2021,bondowoso - sukosari,4,143,1492,6261,21,661,544,135,1444,944,6223,556
2021,bondowoso - pujer,5,42,1593,4613,20,500,590,41,2679,1281,6913,461
2021,bondowoso - grujugan,5,51,1504,5542,21,451,651,60,1997,1059,6931,458
2021,bondowoso - curahdami,5,128,1181,2557,21,725,1016,1,2161,1263,7167,403
2021,bondowoso - tenggarang,5,27,1530,3882,20,478,622,55,2636,776,7212,390
2021,bondowoso - wonosari,5,25,1457,4172,20,626,782,75,1748,494,7490,280
2021,bondowoso - tapen,5,36,1351,6094,20,939,504,230,1738,689,6899,468
2021,bondowoso - bondowoso,5,41,1181,4982,21,481,632,29,2422,1522,7144,409
2021,bondowoso - wringin,5,89,1384,4029,16,844,609,103,2548,610,7166,405
2021,bondowoso - tegalampel,5,61,1334,6641,21,699,530,100,1307,246,6858,476
2021,bondowoso - klabang,5,26,1334,4297,20,900,541,87,1720,1693,7166,404
2021,bondowoso - cermee,6,25,1319,2911,21,542,752,87,1131,1082,7702,191
2021,bondowoso - prajekan,5,55,1414,4143,16,684,602,220,1184,1337,7554,243
2021,bondowoso - pakem,5,34,1339,5765,21,1036,537,66,1237,1477,6909,462
2021,bondowoso - sumberwringin,5,22,1310,6560,19,1115,642,41,1885,2550,6949,455
2021,bondowoso - sempol,5,17,1384,3722,21,445,611,143,2320,2291,7219,383
2021,bondowoso - binakal,5,59,1516,7114,21,659,619,75,1114,792,6767,487
2021,bondowoso - taman krocok,5,55,1529,6139,19,585,568,50,1608,1732,6907,463
2021,bondowoso - botolinggo,2,500,1414,3419,20,712,699,432,1740,2256,4382,603
2021,bondowoso - jambesari darus sholah,5,39,1578,4871,21,520,658,33,1051,1356,7155,407
2021,situbondo - jatibanteng,5,52,1419,6430,16,383,547,193,1855,1736,7238,375
2021,situbondo - besuki,5,42,1011,7187,20,164,712,132,1117,1571,7496,277
2021,situbondo - suboh,5,70,1360,3554,20,437,666,6,1379,785,7395,325
2021,situbondo - mlandingan,5,82,1233,5187,20,415,602,39,1561,1800,7060,429
2021,situbondo - kendit,5,30,1416,4691,20,449,637,92,1159,1330,7415,319
2021,situbondo - panarukan,5,31,1419,3465,20,328,577,123,1147,1551,7521,265
2021,situbondo - situbondo,6,33,1016,2569,21,337,812,68,1497,1894,7899,101
2021,situbondo - panji,5,24,1307,5090,21,405,524,55,1444,1532,7257,367
2021,situbondo - mangaran,5,127,1011,3414,21,276,868,4,1748,729,7370,335
2021,situbondo - kapongan,6,59,1026,3840,21,490,664,15,682,598,7684,202
2021,situbondo - arjasa,5,37,1254,3546,21,593,673,69,1449,2054,7388,327
2021,situbondo - jangkar,6,20,1112,3543,17,628,545,281,1680,628,7886,105
2021,situbondo - asembagus,5,49,1343,4629,21,284,661,71,1841,1719,7198,396
2021,situbondo - banyuputih,5,187,1046,4378,21,208,734,33,1458,2458,6690,494
2021,situbondo - sumbermalang,5,21,1577,5835,20,644,530,152,1778,1279,6954,452
2021,situbondo - banyuglugur,5,31,1310,4826,19,308,581,91,825,2295,7553,244
2021,situbondo - bungatan,5,32,1249,5198,19,231,626,44,1475,1635,7561,241
2021,probolinggo - sukapura,5,62,1242,3993,21,388,662,379,1345,985,7304,358
2021,probolinggo - sumber,2,500,1535,3124,22,1040,734,204,2254,2339,3993,606
2021,probolinggo - kuripan,2,500,1990,1115,16,1048,538,489,2091,2857,4228,604
2021,probolinggo - bantaran,3,181,1990,5121,21,434,557,257,1877,2975,5590,589
2021,probolinggo - leces,3,144,2124,6034,21,1093,505,111,2080,2660,5345,594
2021,probolinggo - banyuanyar,4,96,1772,3705,21,1685,616,91,2031,322,6219,557
2021,probolinggo - tiris,4,63,1789,6955,21,1601,678,80,1493,1636,6110,565
2021,probolinggo - krucil,3,173,2024,7211,19,1911,549,255,1052,1046,5305,595
2021,probolinggo - gading,4,55,1979,6733,20,1066,508,506,1220,694,6257,554
2021,probolinggo - pakuniran,4,31,1835,6616,20,1075,639,163,1350,1938,6558,514
2021,probolinggo - kotaanyar,5,40,1732,4679,18,1066,626,129,1769,1236,6967,447
2021,probolinggo - paiton,4,104,2094,5253,21,1052,707,72,1585,2696,5969,571
2021,probolinggo - besuk,5,47,1767,4978,21,498,759,12,1919,1618,6878,471
2021,probolinggo - kraksaan,4,105,2062,3005,21,1142,575,41,2367,2095,6014,569
2021,probolinggo - krejengan,5,75,1535,2236,21,1325,835,4,1269,548,7122,413
2021,probolinggo - pejarakan,4,28,1794,6803,19,894,684,52,2140,3116,6568,512
2021,probolinggo - maron,5,87,1829,4206,21,461,757,34,1843,1320,6719,490
2021,probolinggo - gending,4,19,2033,4569,21,968,658,45,1459,2165,6675,497
2021,probolinggo - dringu,5,40,1725,2509,21,71,848,61,2269,1599,7387,330
2021,probolinggo - tegalsiwalan,4,202,1667,1914,21,1177,641,51,1504,1379,6071,567
2021,probolinggo - sumberasih,4,66,1899,4732,20,1332,550,24,1969,1045,6338,544
2021,probolinggo - wonomerto,5,143,1749,2121,21,507,895,16,1260,1300,6869,473
2021,probolinggo - tongas,4,125,1947,4636,20,1799,610,211,1525,1777,5800,581
2021,probolinggo - lumbang,4,60,1966,5131,20,1203,595,79,1188,2760,6354,542
2021,pasuruan - purwodadi,5,39,1825,2870,21,534,531,40,1250,2479,6967,448
2021,pasuruan - tutur,5,76,952,2532,21,1187,837,114,1078,1577,7469,292
2021,pasuruan - puspo,4,277,1071,3516,21,224,736,100,1773,2374,6152,562
2021,pasuruan - lumbang,5,155,777,2547,17,670,758,228,908,2723,7533,257
2021,pasuruan - pasrepan,5,120,1066,3680,21,1370,763,262,801,2430,6810,479
2021,pasuruan - kejayan,5,60,1071,6153,20,210,590,127,1042,4448,7116,415
2021,pasuruan - wonorejo,5,40,940,2962,20,835,590,89,1055,2553,7616,220
2021,pasuruan - purwosari,5,57,936,3756,21,514,537,79,904,3200,7388,328
2021,pasuruan - sukorejo,5,113,735,1855,21,1128,869,149,1406,982,7504,273
2021,pasuruan - prigen,6,67,834,2582,21,891,820,45,953,2013,7704,190
2021,pasuruan - pandaan,5,69,1032,3110,21,790,821,12,588,1655,7633,214
2021,pasuruan - gempol,6,131,735,1617,21,650,963,15,824,2080,7721,177
2021,pasuruan - beji,5,154,763,3579,21,956,982,12,1422,1421,7188,399
2021,pasuruan - bangil,6,121,735,636,21,167,830,36,1466,1878,7867,112
2021,pasuruan - rembang,5,200,735,752,21,111,977,4,4523,1634,6995,440
2021,pasuruan - kraton,5,56,908,3867,21,821,650,66,1781,2565,7266,365
2021,pasuruan - pohjentrek,5,87,1064,2067,21,583,715,38,1527,1925,7422,312
2021,pasuruan - gondangwetan,5,86,735,6785,21,791,643,18,1183,1851,7068,427
2021,pasuruan - winongan,5,61,1055,4109,20,943,751,57,1243,1859,7395,324
2021,pasuruan - grati,5,58,1041,4984,19,501,857,46,1574,2870,7525,263
2021,pasuruan - nguling,4,307,947,4394,21,771,607,67,1616,957,5803,580
2021,pasuruan - lekok,5,85,1009,4153,21,520,700,21,2253,3034,7029,436
2021,pasuruan - rejoso,5,65,957,5043,21,548,723,30,1451,2595,7277,363
2021,pasuruan - tosari,4,212,1071,5661,16,1018,528,150,1183,3802,6281,550
2021,sidoarjo - tarik,5,48,1053,3433,21,263,645,53,991,3052,7581,234
2021,sidoarjo - prambon,6,55,662,3865,21,169,922,11,1766,696,8087,41
2021,sidoarjo - krembung,6,82,662,2809,21,123,802,26,845,862,8107,37
2021,sidoarjo - porong,6,93,662,1104,21,475,819,66,902,871,8088,38
2021,sidoarjo - jabon,5,197,464,3302,21,93,815,8,349,949,7597,227
2021,sidoarjo - tanggulangin,6,70,662,3431,20,395,860,117,2575,2064,7721,176
2021,sidoarjo - candi,6,113,532,1942,21,873,946,47,383,231,8060,50
2021,sidoarjo - sidoarjo,6,99,462,1804,21,7,939,8,1364,306,8367,9
2021,sidoarjo - tulangan,5,197,512,1708,21,536,960,53,520,613,7673,207
2021,sidoarjo - wonoayu,6,184,662,1651,21,360,988,10,621,1291,7677,205
2021,sidoarjo - krian,5,380,481,569,21,102,988,3,1313,379,6781,486
2021,sidoarjo - balongbendo,6,173,662,1597,22,47,1034,6,622,250,7904,99
2021,sidoarjo - taman,5,314,462,548,21,407,1074,17,742,1433,7161,406
2021,sidoarjo - sukodono,6,76,571,618,21,20,907,38,1438,609,8491,3
2021,sidoarjo - buduran,4,494,462,964,21,255,1061,2,1088,899,6053,568
2021,sidoarjo - gedangan,4,500,462,1438,22,130,1057,7,1466,1820,5766,582
2021,sidoarjo - sedati,6,225,462,533,21,219,1060,60,759,1070,7789,145
2021,sidoarjo - waru,5,228,564,502,21,124,982,98,1866,271,7538,251
2021,mojokerto - jatirejo,6,79,655,2396,21,76,888,5,1807,1276,8060,49
2021,mojokerto - gondang,6,41,1228,3283,20,194,832,45,2617,748,7688,198
2021,mojokerto - pacet,6,22,936,2965,20,151,708,56,1065,712,8240,24
2021,mojokerto - trawas,6,17,1079,2135,21,169,788,12,1221,914,8189,28
2021,mojokerto - ngoro,6,31,1128,1865,21,151,922,59,2119,1045,8032,59
2021,mojokerto - pungging,6,81,899,2030,21,91,888,13,1488,294,8054,51
2021,mojokerto - kutorejo,6,41,984,4834,21,84,848,58,1750,348,7834,122
2021,mojokerto - mojosari,6,37,1137,2995,20,152,870,122,781,682,8170,31
2021,mojokerto - dlanggu,6,45,927,2403,21,109,941,59,1289,184,8284,18
2021,mojokerto - bangsal,6,74,1048,2627,21,106,967,4,455,594,8139,35
2021,mojokerto - puri,6,32,1082,763,19,197,819,40,1078,632,8498,2
2021,mojokerto - trowulan,6,72,1008,1290,21,35,899,58,420,657,8292,15
2021,mojokerto - sooko,6,61,1092,3570,21,145,784,48,1351,491,7767,151
2021,mojokerto - gedeg,6,139,899,1770,21,50,929,5,1333,883,7756,156
2021,mojokerto - kemlagi,5,245,1037,792,21,62,916,3,1003,1298,7130,411
2021,mojokerto - jetis,6,78,974,5954,20,100,756,63,500,942,7680,203
2021,mojokerto - dawarblandong,6,81,1228,1328,21,45,866,61,1108,795,7915,91
2021,mojokerto - mojoanyar,6,58,1111,2709,21,102,858,14,1110,230,8012,65
2021,jombang - perak,5,38,1048,4075,21,858,736,43,2476,842,7341,344
2021,jombang - gudo,6,43,962,2751,21,582,854,46,2032,1785,7713,186
2021,jombang - ngoro,6,76,997,2246,21,558,948,17,1577,1815,7711,188
2021,jombang - bareng,6,40,899,2414,21,700,855,18,2281,1526,7754,158
2021,jombang - wonosalam,6,27,1002,772,20,117,785,106,1219,1270,8397,4
2021,jombang - mojoagung,5,37,1048,3746,21,744,750,193,1260,2245,7504,274
2021,jombang - mojowarno,6,42,822,3172,21,875,904,57,2081,1729,7692,195
2021,jombang - diwek,6,40,853,2724,21,824,792,27,1282,1081,7864,113
2021,jombang - jombang,6,58,822,3425,21,351,975,13,2157,1458,7841,118
2021,jombang - peterongan,5,77,1060,3581,22,518,868,29,1191,2459,7386,331
2021,jombang - sumobito,5,75,984,3764,21,836,908,46,1898,2130,7328,351
2021,jombang - kesamben,6,43,960,3769,21,300,781,30,1108,2163,7791,144
2021,jombang - tembelang,6,37,1080,4355,20,371,767,45,1356,895,7793,143
2021,jombang - ploso,6,45,1156,2777,20,490,777,50,1161,737,7874,109
2021,jombang - plandaan,5,37,1097,6590,20,717,616,119,1306,1452,7223,382
2021,jombang - kabuh,5,60,902,3097,21,987,757,8,1142,2035,7530,259
2021,jombang - kudu,5,41,1156,5080,21,118,868,53,2196,1871,7482,283
2021,jombang - bandarkedungmulyo,6,31,1228,690,21,91,767,82,857,1265,8198,26
2021,jombang - jogoroto,6,48,999,2795,21,561,895,44,1755,1517,7763,153
2021,jombang - megaluh,6,125,822,1186,21,403,1087,1,1231,1785,7889,104
2021,jombang - ngusikan,5,51,1048,3223,22,699,728,104,2062,746,7387,329
2021,nganjuk - sawahan,5,30,1156,3794,20,969,719,204,1059,2368,7468,293
2021,nganjuk - ngetos,5,28,1134,5996,21,217,635,200,1757,1434,7335,348
2021,nganjuk - berbek,5,30,1355,5020,19,383,512,123,1505,596,7438,305
2021,nganjuk - loceret,5,35,1233,6498,21,302,798,56,1535,389,7422,314
2021,nganjuk - pace,5,35,1117,3300,22,365,730,50,2407,1133,7472,289
2021,nganjuk - prambon,6,32,1097,3464,21,308,856,70,1723,934,7833,123
2021,nganjuk - ngronggot,5,32,1147,4191,21,236,784,40,2274,841,7607,225
2021,nganjuk - kertosono,5,47,1174,5905,21,218,890,71,3673,648,7153,408
2021,nganjuk - patianrowo,6,81,948,3013,21,126,1033,4,2240,946,7824,131
2021,nganjuk - baron,5,24,1285,3907,21,246,792,57,2247,1344,7551,246
2021,nganjuk - tanjunganom,6,28,1158,2833,21,256,778,63,1586,168,7939,83
2021,nganjuk - sukomoro,6,26,1191,2955,21,298,808,148,2082,822,7760,155
2021,nganjuk - nganjuk,5,36,1275,4421,21,276,852,49,1431,836,7655,211
2021,nganjuk - bagor,6,89,948,2640,21,136,950,2,2292,733,7752,160
2021,nganjuk - wilangan,5,44,1209,3526,22,261,802,74,1953,802,7527,262
2021,nganjuk - rejoso,5,24,1330,3803,21,190,798,84,2160,1969,7513,268
2021,nganjuk - gondang,6,26,1068,3133,21,283,745,56,1493,744,7911,93
2021,nganjuk - ngluyu,5,35,1090,3273,21,178,735,130,2222,1958,7612,221
2021,nganjuk - lengkong,5,31,1017,4802,21,413,550,253,2422,667,7329,350
2021,nganjuk - jatikalen,5,48,1355,4751,20,220,762,171,3190,1638,7127,412
2021,madiun - kebon sari,5,27,1108,4831,21,407,700,55,2001,1294,7469,290
2021,madiun - dolopo,5,37,1048,2051,22,466,866,33,3749,1641,7436,306
2021,madiun - geger,6,18,1097,637,21,416,781,61,972,1191,8253,23
2021,madiun - dagangan,6,39,1231,3321,21,526,768,15,733,1283,7718,181
2021,madiun - kare,6,35,1010,3152,21,360,769,16,1112,2034,7850,115
2021,madiun - gemarang,5,24,1334,4550,20,510,664,239,656,1506,7568,236
2021,madiun - wungu,6,26,1083,3578,21,573,765,86,569,1787,7824,130
2021,madiun - madiun,6,13,1342,3927,21,204,782,54,228,1386,7942,82
2021,madiun - jiwan,6,21,1077,3103,21,57,797,63,794,2192,8068,44
2021,madiun - balerejo,6,25,970,3490,21,333,835,75,145,1121,8200,25
2021,madiun - mejayan,6,18,1210,2342,21,347,854,54,732,2237,8019,62
2021,madiun - saradan,5,36,1342,4011,22,495,593,148,1222,2011,7187,400
2021,madiun - pilangkenceng,6,20,1342,2525,21,403,755,138,877,2506,7732,169
2021,madiun - sawahan,6,24,1003,2473,20,333,867,30,572,808,8375,7
2021,madiun - wonoasri,6,25,1134,2047,21,340,922,8,245,1493,8278,20
2021,magetan - poncol,6,46,970,4356,21,217,917,37,1149,1424,7889,103
2021,magetan - parang,6,14,1205,2314,22,133,727,117,1281,1053,7928,84
2021,magetan - lembeyan,6,26,1205,1482,21,107,763,156,1285,1330,8048,54
2021,magetan - takeran,6,21,841,2869,21,109,708,101,787,417,8310,13
2021,magetan - kawedanan,6,22,1142,741,21,117,794,33,746,999,8373,8
2021,magetan - magetan,6,43,1046,2806,21,141,784,33,1438,1282,7918,90
2021,magetan - plaosan,6,26,1094,4011,21,128,740,66,1026,1410,7875,108
2021,magetan - panekan,5,33,1205,3958,21,103,605,52,1714,641,7609,224
2021,magetan - sukomoro,6,20,1037,3792,21,113,700,165,1618,1222,7839,120
2021,magetan - bendo,6,61,849,1944,21,106,830,60,1551,1410,8052,52
2021,magetan - maospati,6,61,1038,1927,21,122,740,70,2143,860,7781,147
2021,magetan - barat,6,24,1099,2273,21,97,766,72,1582,1066,8041,57
2021,magetan - karangrejo,6,48,973,1349,21,56,870,5,1684,1007,8184,30
2021,magetan - karas,6,34,856,2998,21,95,864,21,2715,1022,7960,75
2021,magetan - kartoharjo,6,24,970,2940,22,19,744,17,1255,852,8062,48
2021,magetan - ngariboyo,6,64,841,763,21,113,985,3,1383,896,8377,6
2021,magetan - nguntoronadi,6,36,950,2930,21,123,861,42,1102,714,8185,29
2021,magetan - sidorejo,6,70,1073,2510,20,131,770,92,601,585,8045,56
2021,ngawi - sine,6,16,1205,3728,21,57,730,52,606,508,8065,46
2021,ngawi - ngrambe,5,15,1777,2860,21,703,590,92,1534,2434,7070,426
2021,ngawi - jogorogo,5,17,1745,2553,21,693,751,54,2096,588,7308,357
2021,ngawi - kendal,5,18,1482,5367,19,749,831,90,2041,1359,7339,346
2021,ngawi - geneng,5,16,1873,4290,21,622,600,107,1159,1393,7030,435
2021,ngawi - kwadungan,6,22,1549,1836,21,197,747,40,1565,991,7748,164
2021,ngawi - karangjati,5,13,1719,4447,21,359,736,39,2449,1818,7091,422
2021,ngawi - padas,5,17,1873,4330,18,520,640,83,1315,1333,7353,340
2021,ngawi - ngawi,5,16,1794,4475,21,536,641,40,973,1302,7185,401
2021,ngawi - paron,6,23,1535,2305,21,169,941,5,1789,2199,7729,171
2021,ngawi - kedunggalar,6,15,1412,3547,21,345,721,64,816,1245,7729,172
2021,ngawi - widodaren,5,23,1636,3567,21,271,544,84,2068,1890,7122,414
2021,ngawi - mantingan,5,13,1489,4755,20,416,816,68,1958,993,7504,272
2021,ngawi - pangkur,5,14,1645,4000,21,377,751,38,906,1057,7535,253
2021,ngawi - bringin,5,16,1667,2144,21,415,650,61,697,1820,7589,231
2021,ngawi - pitu,5,13,1412,2796,21,462,667,75,1930,1529,7509,270
2021,ngawi - karanganyar,5,12,1575,3172,21,516,816,46,1870,2023,7430,308
2021,ngawi - gerih,6,15,1412,1343,21,297,797,51,1531,2400,7830,126
2021,ngawi - kasreman,5,12,1873,2514,21,149,721,51,4088,1698,6993,443
2021,bojonegoro - ngraho,5,12,1497,1419,20,395,621,333,3055,591,7517,266
2021,bojonegoro - tambakrejo,6,15,1402,3295,20,240,726,107,1893,428,7765,152
2021,bojonegoro - ngambon,5,56,1018,5456,18,295,549,269,2023,313,7522,264
2021,bojonegoro - ngasem,6,29,1192,3730,21,84,788,148,1945,435,7775,149
2021,bojonegoro - bubulan,5,19,1432,4167,18,292,619,318,2014,948,7597,228
2021,bojonegoro - dander,6,29,1426,3325,20,160,621,97,1376,638,7684,201
2021,bojonegoro - sugihwaras,5,49,1426,5348,20,324,640,215,2121,915,7109,417
2021,bojonegoro - kedungadem,5,50,1497,4103,21,109,671,136,1217,485,7421,316
2021,bojonegoro - kepohbaru,6,24,1228,4357,21,58,744,120,1461,779,7750,161
2021,bojonegoro - baureno,6,20,1403,2574,21,112,883,80,1258,231,8027,60
2021,bojonegoro - kanor,6,25,1094,3598,20,118,761,55,1902,469,7966,71
2021,bojonegoro - sumberejo,6,19,1140,2154,21,179,768,73,2301,470,7945,80
2021,bojonegoro - balen,6,26,1018,3649,22,112,784,17,1274,571,7956,78
2021,bojonegoro - kapas,5,20,1341,5541,21,147,667,95,2460,513,7320,353
2021,bojonegoro - bojonegoro,6,27,1294,3077,21,111,834,65,2556,739,7698,192
2021,bojonegoro - kalitidu,6,9,1372,1263,21,247,683,143,1245,625,8012,64
2021,bojonegoro - malo,6,31,1240,4059,20,123,719,31,1701,816,7754,159
2021,bojonegoro - purwosari,6,18,1270,3473,21,260,677,156,1524,597,7719,178
2021,bojonegoro - padangan,5,58,1497,2109,21,227,708,152,1252,783,7543,249
2021,bojonegoro - kasiman,6,32,1239,2687,22,185,715,12,1281,332,7805,139
2021,bojonegoro - temayang,6,15,1497,3620,20,99,778,261,2021,218,7724,174
2021,bojonegoro - margomulyo,5,17,1766,4380,21,336,581,198,2623,732,6958,451
2021,bojonegoro - trucuk,6,134,1018,550,21,54,1103,2,2835,748,7716,183
2021,bojonegoro - sukosewu,6,22,1167,3163,20,88,812,99,2818,1059,7812,137
2021,bojonegoro - kedewan,5,27,1497,4363,21,91,829,113,2435,348,7463,295
2021,bojonegoro - gondang,5,13,1078,4012,21,306,626,242,2563,820,7546,247
2021,bojonegoro - sekar,5,20,1363,4569,21,246,709,111,2153,818,7432,307
2021,bojonegoro - gayam,5,34,1372,3880,21,176,616,216,1607,551,7469,291
2021,tuban - kenduruan,5,40,1677,4503,21,294,611,330,1203,1362,7079,425
2021,tuban - jatirogo,5,58,1478,5364,21,349,739,70,1181,2117,7083,423
2021,tuban - bangilan,5,41,1838,4902,21,412,562,164,1789,838,6807,480
2021,tuban - bancar,5,43,1477,3797,21,174,705,165,1299,1544,7403,320
2021,tuban - senori,5,28,1798,3900,21,445,669,245,676,1583,7214,387
2021,tuban - tambakboyo,5,40,1838,3953,21,421,774,120,661,1774,7212,391
2021,tuban - singgahan,5,22,1721,4249,21,869,675,180,1959,2559,6811,478
2021,tuban - kerek,5,78,1323,3929,20,535,710,240,1161,1478,7252,371
2021,tuban - parengan,5,41,1731,1887,20,456,693,194,1817,1232,7351,343
2021,tuban - montong,5,47,1664,4489,20,288,690,224,1568,735,7215,386
2021,tuban - soko,5,21,1703,3440,21,626,638,121,687,1689,7297,360
2021,tuban - jenu,6,42,1328,1529,21,445,837,199,1053,292,7910,95
2021,tuban - merakurak,5,29,1566,4276,21,421,799,176,860,1301,7446,304
2021,tuban - rengel,5,25,1718,3281,21,472,715,91,843,732,7458,297
2021,tuban - semanding,5,144,1323,1740,21,413,780,192,1252,1437,7098,421
2021,tuban - tuban,4,270,1323,2367,21,128,958,1,1095,688,6645,500
2021,tuban - plumpang,5,19,1696,3160,21,382,634,108,2253,1084,7211,392
2021,tuban - palang,6,73,1323,1737,21,181,826,123,1326,1012,7696,193
2021,tuban - widang,6,13,1458,2933,21,139,770,167,1187,1064,7819,135
2021,tuban - grabagan,4,88,1838,4451,20,511,548,254,2412,3404,6269,553
2021,lamongan - sukorame,5,12,1597,3720,21,566,748,115,1269,996,7458,298
2021,lamongan - bluluk,4,11,1590,2242,21,3897,664,132,1759,742,6217,559
2021,lamongan - modo,5,12,1609,3246,21,1363,548,111,2708,885,6795,483
2021,lamongan - ngimbang,5,15,1605,4790,21,1517,879,26,1674,1128,6987,444
2021,lamongan - babat,6,30,1178,3123,20,653,842,21,1398,1186,7824,129
2021,lamongan - kedungpring,5,15,1422,3054,21,1728,783,82,1034,1377,7235,376
2021,lamongan - brondong,5,51,1126,2505,21,843,809,149,1858,34,7596,229
2021,lamongan - laren,5,10,1325,1832,21,839,627,150,2834,575,7426,309
2021,lamongan - sekaran,5,14,1609,3910,21,1354,724,97,2392,1087,6889,470
2021,lamongan - maduran,5,14,1426,829,21,1697,816,60,5759,1099,6711,492
2021,lamongan - sambeng,4,15,1609,2425,20,2998,706,355,1383,1218,6614,506
2021,lamongan - sugio,5,12,1264,2505,20,2013,907,152,1461,595,7480,285
2021,lamongan - pucuk,5,17,1602,1011,21,1396,916,86,1647,567,7515,267
2021,lamongan - paciran,6,38,1126,2385,21,596,946,12,2061,259,7868,111
2021,lamongan - solokuro,5,15,1591,775,20,2251,867,194,2918,934,7008,439
2021,lamongan - mantup,5,13,1553,3075,21,850,823,131,1925,1070,7382,333
2021,lamongan - sukodadi,6,23,1533,2751,21,123,848,52,1090,1199,7823,132
2021,lamongan - karanggeneng,6,24,1126,4317,21,467,953,75,2180,416,7743,166
2021,lamongan - kembangbahu,5,17,1353,4740,21,1741,740,106,1230,490,7081,424
2021,lamongan - kalitengah,5,27,1463,3830,21,1080,727,71,1641,704,7202,393
2021,lamongan - turi,5,30,1353,3342,21,955,871,99,1265,1280,7490,279
2021,lamongan - lamongan,5,44,1126,1233,21,1650,898,2,1438,476,7611,222
2021,lamongan - tikung,5,18,1126,2146,21,3025,869,83,1704,461,7051,430
2021,lamongan - karangbinangun,4,26,1221,3193,21,3557,891,24,2045,2047,6451,528
2021,lamongan - deket,6,37,1253,710,21,508,853,86,1400,1226,7953,79
2021,lamongan - glagah,5,28,1216,3782,21,1533,812,62,929,982,7373,334
2021,lamongan - sarirejo,5,10,1393,1663,21,3163,747,132,1079,326,6933,457
2021,gresik - dukun,6,23,1418,1569,21,245,883,57,1349,311,8047,55
2021,gresik - balongpanggang,6,20,1418,2971,21,87,858,19,824,1782,7926,85
2021,gresik - panceng,6,40,1321,2955,21,311,835,33,201,823,7957,77
2021,gresik - benjeng,5,25,1418,4000,21,22,776,52,2443,534,7553,245
2021,gresik - duduksampeyan,6,39,1084,686,21,284,853,80,1193,1895,8129,36
2021,gresik - wringinanom,5,40,1256,3208,20,115,839,71,3584,925,7528,261
2021,gresik - ujungpangkah,6,39,1418,3276,21,56,896,120,767,1352,7839,121
2021,gresik - kedamean,6,25,1418,2707,22,114,941,79,950,950,7923,87
2021,gresik - sidayu,6,39,1240,717,21,80,880,49,1902,826,8087,39
2021,gresik - manyar,3,500,1001,614,21,525,1058,17,860,830,5611,588
2021,gresik - cerme,6,34,1067,1524,20,274,871,53,997,1244,8285,17
2021,gresik - bungah,6,96,1418,1265,21,576,980,44,659,196,7715,185
2021,gresik - menganti,6,55,1001,856,21,97,966,31,1298,1166,8288,16
2021,gresik - kebomas,4,343,1001,724,21,36,1050,2,638,2084,6679,495
2021,gresik - driyorejo,6,113,1001,1715,21,90,951,46,1196,1291,7831,124
2021,gresik - gresik,4,500,1001,940,21,98,994,1,657,1240,5694,585
